Entity.ID,Year,OneYearRetention,ThreeYearRetention,FiveYearRetention
A00039724,2010,TRUE,TRUE,TRUE
A00039724,2012,FALSE,TRUE,TRUE
A00039724,2013,TRUE,TRUE,TRUE
A00039724,2014,TRUE,TRUE,TRUE
A00039724,2015,TRUE,TRUE,TRUE
A00039724,2016,TRUE,TRUE,TRUE
A00039724,2018,FALSE,TRUE,TRUE
A00039724,2019,TRUE,TRUE,TRUE
A00039724,2020,TRUE,TRUE,TRUE
A00039724,2022,FALSE,TRUE,TRUE
A00267240,2007,FALSE,FALSE,FALSE
A00267240,2008,TRUE,TRUE,TRUE
A00267240,2009,TRUE,TRUE,TRUE
A00267240,2010,TRUE,TRUE,TRUE
A00267240,2012,FALSE,TRUE,TRUE
A00267240,2013,TRUE,TRUE,TRUE
A00267240,2014,TRUE,TRUE,TRUE
A00267240,2015,TRUE,TRUE,TRUE
A00267240,2016,TRUE,TRUE,TRUE
A00267240,2018,FALSE,TRUE,TRUE
A00267240,2019,TRUE,TRUE,TRUE
A00267240,2020,TRUE,TRUE,TRUE
A00267240,2022,FALSE,TRUE,TRUE
A00039728,2009,FALSE,FALSE,FALSE
A00039731,2004,FALSE,FALSE,FALSE
A00039731,2015,FALSE,FALSE,FALSE
A00039731,2016,TRUE,TRUE,TRUE
A00082028,2004,FALSE,FALSE,FALSE
A00082028,2005,TRUE,TRUE,TRUE
A00082028,2006,TRUE,TRUE,TRUE
A00082028,2007,TRUE,TRUE,TRUE
A00082028,2008,TRUE,TRUE,TRUE
A00082028,2016,FALSE,FALSE,FALSE
A00082028,2018,FALSE,TRUE,TRUE
A00082028,2019,TRUE,TRUE,TRUE
A00082028,2020,TRUE,TRUE,TRUE
A00304150,2004,FALSE,FALSE,FALSE
A00304150,2005,TRUE,TRUE,TRUE
A00304150,2006,TRUE,TRUE,TRUE
A00304150,2007,TRUE,TRUE,TRUE
A00304150,2008,TRUE,TRUE,TRUE
A00304150,2016,FALSE,FALSE,FALSE
A00304150,2018,FALSE,TRUE,TRUE
A00304150,2019,TRUE,TRUE,TRUE
A00304150,2020,TRUE,TRUE,TRUE
A00039738,2006,FALSE,FALSE,FALSE
A00039740,2006,FALSE,FALSE,FALSE
A00039740,2018,FALSE,FALSE,FALSE
A00039742,2006,FALSE,FALSE,FALSE
A00039748,2003,FALSE,FALSE,FALSE
A00039748,2008,FALSE,FALSE,TRUE
A00039749,2003,FALSE,FALSE,FALSE
A00039749,2004,TRUE,TRUE,TRUE
A00039752,2002,FALSE,FALSE,FALSE
A00028291,2002,FALSE,FALSE,FALSE
A00039914,2005,FALSE,FALSE,FALSE
A00090183,2004,FALSE,FALSE,FALSE
A00039920,2006,FALSE,FALSE,FALSE
A00047315,2006,FALSE,FALSE,FALSE
A00227537,2008,FALSE,FALSE,FALSE
A00227537,2009,TRUE,TRUE,TRUE
A00227537,2010,TRUE,TRUE,TRUE
A00081449,2018,FALSE,FALSE,FALSE
A00081449,2022,FALSE,FALSE,TRUE
A00093515,2018,FALSE,FALSE,FALSE
A00093515,2022,FALSE,FALSE,TRUE
A00039934,2002,FALSE,FALSE,FALSE
A00039940,2003,FALSE,FALSE,FALSE
A00064541,2003,FALSE,FALSE,FALSE
A00039944,2004,FALSE,FALSE,FALSE
A00059359,2004,FALSE,FALSE,FALSE
A00039945,2007,FALSE,FALSE,FALSE
A00039946,2007,FALSE,FALSE,FALSE
A00086476,2016,FALSE,FALSE,FALSE
A00086476,2017,TRUE,TRUE,TRUE
A00086476,2018,TRUE,TRUE,TRUE
A00086476,2019,TRUE,TRUE,TRUE
A00086476,2021,FALSE,TRUE,TRUE
A00039959,2005,FALSE,FALSE,FALSE
A00039961,2012,FALSE,FALSE,FALSE
A00031156,2012,FALSE,FALSE,FALSE
A00040333,2003,FALSE,FALSE,FALSE
A00040333,2004,TRUE,TRUE,TRUE
A00040333,2005,TRUE,TRUE,TRUE
A00040333,2006,TRUE,TRUE,TRUE
A00040333,2007,TRUE,TRUE,TRUE
A00040333,2008,TRUE,TRUE,TRUE
A00040333,2009,TRUE,TRUE,TRUE
A00040333,2010,TRUE,TRUE,TRUE
A00040333,2016,FALSE,FALSE,FALSE
A00040335,2006,FALSE,FALSE,FALSE
A00040335,2007,TRUE,TRUE,TRUE
A00040335,2008,TRUE,TRUE,TRUE
A00040335,2010,FALSE,TRUE,TRUE
A00040335,2015,FALSE,FALSE,TRUE
A00040335,2016,TRUE,TRUE,TRUE
A00040343,2004,FALSE,FALSE,FALSE
A00040345,2007,FALSE,FALSE,FALSE
A00040345,2008,TRUE,TRUE,TRUE
A00040345,2013,FALSE,FALSE,TRUE
A00040345,2014,TRUE,TRUE,TRUE
A00040345,2015,TRUE,TRUE,TRUE
A00040345,2016,TRUE,TRUE,TRUE
A00040356,2006,FALSE,FALSE,FALSE
A00040356,2007,TRUE,TRUE,TRUE
A00040380,2011,FALSE,FALSE,FALSE
A00040128,2002,FALSE,FALSE,FALSE
A00040128,2003,TRUE,TRUE,TRUE
A00040128,2004,TRUE,TRUE,TRUE
A00040128,2005,TRUE,TRUE,TRUE
A00040128,2006,TRUE,TRUE,TRUE
A00040128,2007,TRUE,TRUE,TRUE
A00040128,2008,TRUE,TRUE,TRUE
A00040128,2009,TRUE,TRUE,TRUE
A00040128,2010,TRUE,TRUE,TRUE
A00040128,2011,TRUE,TRUE,TRUE
A00040128,2012,TRUE,TRUE,TRUE
A00040128,2013,TRUE,TRUE,TRUE
A00040128,2014,TRUE,TRUE,TRUE
A00040128,2015,TRUE,TRUE,TRUE
A00040128,2016,TRUE,TRUE,TRUE
A00040128,2017,TRUE,TRUE,TRUE
A00040128,2018,TRUE,TRUE,TRUE
A00040128,2019,TRUE,TRUE,TRUE
A00040128,2021,FALSE,TRUE,TRUE
A00040128,2022,TRUE,TRUE,TRUE
A00192806,2002,FALSE,FALSE,FALSE
A00192806,2003,TRUE,TRUE,TRUE
A00192806,2004,TRUE,TRUE,TRUE
A00192806,2005,TRUE,TRUE,TRUE
A00192806,2006,TRUE,TRUE,TRUE
A00192806,2007,TRUE,TRUE,TRUE
A00192806,2008,TRUE,TRUE,TRUE
A00192806,2009,TRUE,TRUE,TRUE
A00192806,2010,TRUE,TRUE,TRUE
A00192806,2011,TRUE,TRUE,TRUE
A00192806,2012,TRUE,TRUE,TRUE
A00192806,2013,TRUE,TRUE,TRUE
A00192806,2014,TRUE,TRUE,TRUE
A00192806,2015,TRUE,TRUE,TRUE
A00192806,2016,TRUE,TRUE,TRUE
A00192806,2017,TRUE,TRUE,TRUE
A00192806,2018,TRUE,TRUE,TRUE
A00192806,2019,TRUE,TRUE,TRUE
A00192806,2021,FALSE,TRUE,TRUE
A00192806,2022,TRUE,TRUE,TRUE
A00040138,2003,FALSE,FALSE,FALSE
A00040138,2004,TRUE,TRUE,TRUE
A00040141,2004,FALSE,FALSE,FALSE
A00040141,2005,TRUE,TRUE,TRUE
A00040145,2002,FALSE,FALSE,FALSE
A00040145,2003,TRUE,TRUE,TRUE
A00040145,2004,TRUE,TRUE,TRUE
A00040145,2005,TRUE,TRUE,TRUE
A00040145,2006,TRUE,TRUE,TRUE
A00040145,2007,TRUE,TRUE,TRUE
A00040145,2008,TRUE,TRUE,TRUE
A00040145,2017,FALSE,FALSE,FALSE
A00040145,2019,FALSE,TRUE,TRUE
A00040145,2020,TRUE,TRUE,TRUE
A00040145,2022,FALSE,TRUE,TRUE
A00060786,2002,FALSE,FALSE,FALSE
A00060786,2003,TRUE,TRUE,TRUE
A00060786,2004,TRUE,TRUE,TRUE
A00060786,2005,TRUE,TRUE,TRUE
A00060786,2006,TRUE,TRUE,TRUE
A00060786,2007,TRUE,TRUE,TRUE
A00060786,2008,TRUE,TRUE,TRUE
A00060786,2017,FALSE,FALSE,FALSE
A00060786,2019,FALSE,TRUE,TRUE
A00060786,2020,TRUE,TRUE,TRUE
A00060786,2022,FALSE,TRUE,TRUE
A00090496,2006,FALSE,FALSE,FALSE
A00090496,2021,FALSE,FALSE,FALSE
A00526175,2006,FALSE,FALSE,FALSE
A00526175,2021,FALSE,FALSE,FALSE
A00040147,2003,FALSE,FALSE,FALSE
A00040159,2006,FALSE,FALSE,FALSE
A00040159,2011,FALSE,FALSE,TRUE
A00040166,2002,FALSE,FALSE,FALSE
A00040167,2003,FALSE,FALSE,FALSE
A00040538,2015,FALSE,FALSE,FALSE
A00040538,2016,TRUE,TRUE,TRUE
A00469119,2015,FALSE,FALSE,FALSE
A00469119,2016,TRUE,TRUE,TRUE
A00040545,2009,FALSE,FALSE,FALSE
A00013252,2009,FALSE,FALSE,FALSE
A00040550,2018,FALSE,FALSE,FALSE
A00040554,2007,FALSE,FALSE,FALSE
A00090499,2020,FALSE,FALSE,FALSE
A00040560,2013,FALSE,FALSE,FALSE
A00040561,2004,FALSE,FALSE,FALSE
A00040561,2016,FALSE,FALSE,FALSE
A00040567,2002,FALSE,FALSE,FALSE
A00040567,2007,FALSE,FALSE,TRUE
A00040568,2003,FALSE,FALSE,FALSE
A00040568,2004,TRUE,TRUE,TRUE
A00040569,2006,FALSE,FALSE,FALSE
A00040571,2016,FALSE,FALSE,FALSE
A00040583,2003,FALSE,FALSE,FALSE
A00068631,2003,FALSE,FALSE,FALSE
A00040758,2014,FALSE,FALSE,FALSE
A00040758,2021,FALSE,FALSE,FALSE
A00040761,2021,FALSE,FALSE,FALSE
A00509352,2021,FALSE,FALSE,FALSE
A00040763,2003,FALSE,FALSE,FALSE
A00436790,2003,FALSE,FALSE,FALSE
A00086321,2005,FALSE,FALSE,FALSE
A00040770,2003,FALSE,FALSE,FALSE
A00040770,2013,FALSE,FALSE,FALSE
A00229643,2003,FALSE,FALSE,FALSE
A00229643,2013,FALSE,FALSE,FALSE
A00040778,2007,FALSE,FALSE,FALSE
A00040778,2008,TRUE,TRUE,TRUE
A00040781,2004,FALSE,FALSE,FALSE
A00040781,2008,FALSE,FALSE,TRUE
A00040789,2004,FALSE,FALSE,FALSE
A00040792,2006,FALSE,FALSE,FALSE
A00419057,2006,FALSE,FALSE,FALSE
A00040793,2002,FALSE,FALSE,FALSE
A00040795,2004,FALSE,FALSE,FALSE
A00040795,2009,FALSE,FALSE,TRUE
A00061992,2004,FALSE,FALSE,FALSE
A00061992,2009,FALSE,FALSE,TRUE
A00041168,2004,FALSE,FALSE,FALSE
A00041168,2005,TRUE,TRUE,TRUE
A00041174,2012,FALSE,FALSE,FALSE
A00041174,2017,FALSE,FALSE,TRUE
A00041174,2018,TRUE,TRUE,TRUE
A00041174,2019,TRUE,TRUE,TRUE
A00041174,2020,TRUE,TRUE,TRUE
A00041174,2021,TRUE,TRUE,TRUE
A00041174,2022,TRUE,TRUE,TRUE
A00041178,2002,FALSE,FALSE,FALSE
A00041178,2003,TRUE,TRUE,TRUE
A00041178,2006,FALSE,TRUE,TRUE
A00041178,2007,TRUE,TRUE,TRUE
A00041178,2008,TRUE,TRUE,TRUE
A00041178,2016,FALSE,FALSE,FALSE
A00041178,2017,TRUE,TRUE,TRUE
A00041178,2018,TRUE,TRUE,TRUE
A00041178,2019,TRUE,TRUE,TRUE
A00041178,2020,TRUE,TRUE,TRUE
A00041178,2021,TRUE,TRUE,TRUE
A00041178,2022,TRUE,TRUE,TRUE
A00041184,2004,FALSE,FALSE,FALSE
A00022880,2004,FALSE,FALSE,FALSE
A00041185,2017,FALSE,FALSE,FALSE
A00041188,2008,FALSE,FALSE,FALSE
A00041188,2016,FALSE,FALSE,FALSE
A00090503,2002,FALSE,FALSE,FALSE
A00090503,2006,FALSE,FALSE,TRUE
A00041189,2002,FALSE,FALSE,FALSE
A00041189,2022,FALSE,FALSE,FALSE
A00041195,2005,FALSE,FALSE,FALSE
A00266363,2005,FALSE,FALSE,FALSE
A00090504,2012,FALSE,FALSE,FALSE
A00090504,2013,TRUE,TRUE,TRUE
A00090504,2014,TRUE,TRUE,TRUE
A00090504,2015,TRUE,TRUE,TRUE
A00090504,2016,TRUE,TRUE,TRUE
A00090504,2017,TRUE,TRUE,TRUE
A00041207,2004,FALSE,FALSE,FALSE
A00041207,2005,TRUE,TRUE,TRUE
A00041207,2006,TRUE,TRUE,TRUE
A00041207,2012,FALSE,FALSE,FALSE
A00041207,2015,FALSE,TRUE,TRUE
A00041207,2021,FALSE,FALSE,FALSE
A00191885,2004,FALSE,FALSE,FALSE
A00191885,2005,TRUE,TRUE,TRUE
A00191885,2006,TRUE,TRUE,TRUE
A00191885,2012,FALSE,FALSE,FALSE
A00191885,2015,FALSE,TRUE,TRUE
A00191885,2021,FALSE,FALSE,FALSE
A00040954,2004,FALSE,FALSE,FALSE
A00040954,2006,FALSE,TRUE,TRUE
A00040957,2021,FALSE,FALSE,FALSE
A00452838,2021,FALSE,FALSE,FALSE
A00040972,2003,FALSE,FALSE,FALSE
A00040974,2002,FALSE,FALSE,FALSE
A00040978,2019,FALSE,FALSE,FALSE
A00040978,2020,TRUE,TRUE,TRUE
A00040989,2002,FALSE,FALSE,FALSE
A00040995,2002,FALSE,FALSE,FALSE
A00040995,2003,TRUE,TRUE,TRUE
A00395462,2002,FALSE,FALSE,FALSE
A00395462,2003,TRUE,TRUE,TRUE
A00040997,2007,FALSE,FALSE,FALSE
A00040997,2012,FALSE,FALSE,TRUE
A00041001,2011,FALSE,FALSE,FALSE
A00041001,2012,TRUE,TRUE,TRUE
A00090507,2016,FALSE,FALSE,FALSE
A00041386,2006,FALSE,FALSE,FALSE
A00041388,2007,FALSE,FALSE,FALSE
A00041388,2008,TRUE,TRUE,TRUE
A00041388,2016,FALSE,FALSE,FALSE
A00041388,2017,TRUE,TRUE,TRUE
A00041388,2021,FALSE,FALSE,TRUE
A00041398,2003,FALSE,FALSE,FALSE
A00041398,2016,FALSE,FALSE,FALSE
A00543231,2003,FALSE,FALSE,FALSE
A00543231,2016,FALSE,FALSE,FALSE
A00041401,2022,FALSE,FALSE,FALSE
A00271862,2022,FALSE,FALSE,FALSE
A00041408,2003,FALSE,FALSE,FALSE
A00041413,2008,FALSE,FALSE,FALSE
A00041414,2008,FALSE,FALSE,FALSE
A00060185,2008,FALSE,FALSE,FALSE
A00041417,2003,FALSE,FALSE,FALSE
A00041417,2004,TRUE,TRUE,TRUE
A00041417,2005,TRUE,TRUE,TRUE
A00041417,2006,TRUE,TRUE,TRUE
A00041417,2007,TRUE,TRUE,TRUE
A00041417,2008,TRUE,TRUE,TRUE
A00041417,2009,TRUE,TRUE,TRUE
A00090555,2003,FALSE,FALSE,FALSE
A00090555,2004,TRUE,TRUE,TRUE
A00090555,2005,TRUE,TRUE,TRUE
A00090555,2006,TRUE,TRUE,TRUE
A00090555,2007,TRUE,TRUE,TRUE
A00090555,2008,TRUE,TRUE,TRUE
A00090555,2009,TRUE,TRUE,TRUE
A00090661,2007,FALSE,FALSE,FALSE
A00090661,2008,TRUE,TRUE,TRUE
A00090661,2011,FALSE,TRUE,TRUE
A00090661,2017,FALSE,FALSE,FALSE
A00090661,2021,FALSE,FALSE,TRUE
A00090661,2022,TRUE,TRUE,TRUE
A00041580,2002,FALSE,FALSE,FALSE
A00041597,2020,FALSE,FALSE,FALSE
A00033490,2020,FALSE,FALSE,FALSE
A00041598,2004,FALSE,FALSE,FALSE
A00041605,2007,FALSE,FALSE,FALSE
A00041605,2014,FALSE,FALSE,FALSE
A00041607,2004,FALSE,FALSE,FALSE
A00041611,2009,FALSE,FALSE,FALSE
A00084781,2012,FALSE,FALSE,FALSE
A00084781,2016,FALSE,FALSE,TRUE
A00041623,2021,FALSE,FALSE,FALSE
A00042004,2013,FALSE,FALSE,FALSE
A00042004,2014,TRUE,TRUE,TRUE
A00042004,2015,TRUE,TRUE,TRUE
A00146250,2013,FALSE,FALSE,FALSE
A00146250,2014,TRUE,TRUE,TRUE
A00146250,2015,TRUE,TRUE,TRUE
A00199866,2007,FALSE,FALSE,FALSE
A00042009,2019,FALSE,FALSE,FALSE
A00016391,2019,FALSE,FALSE,FALSE
A00084702,2013,FALSE,FALSE,FALSE
A00090670,2003,FALSE,FALSE,FALSE
A00090670,2004,TRUE,TRUE,TRUE
A00090670,2005,TRUE,TRUE,TRUE
A00090670,2006,TRUE,TRUE,TRUE
A00090670,2007,TRUE,TRUE,TRUE
A00090670,2011,FALSE,FALSE,TRUE
A00090670,2021,FALSE,FALSE,FALSE
A00042041,2002,FALSE,FALSE,FALSE
A00042041,2003,TRUE,TRUE,TRUE
A00042041,2004,TRUE,TRUE,TRUE
A00042041,2006,FALSE,TRUE,TRUE
A00042041,2007,TRUE,TRUE,TRUE
A00042041,2009,FALSE,TRUE,TRUE
A00042041,2011,FALSE,TRUE,TRUE
A00042041,2014,FALSE,TRUE,TRUE
A00042041,2015,TRUE,TRUE,TRUE
A00199015,2002,FALSE,FALSE,FALSE
A00199015,2003,TRUE,TRUE,TRUE
A00199015,2004,TRUE,TRUE,TRUE
A00199015,2006,FALSE,TRUE,TRUE
A00199015,2007,TRUE,TRUE,TRUE
A00199015,2009,FALSE,TRUE,TRUE
A00199015,2011,FALSE,TRUE,TRUE
A00199015,2014,FALSE,TRUE,TRUE
A00199015,2015,TRUE,TRUE,TRUE
A00041788,2005,FALSE,FALSE,FALSE
A00041790,2004,FALSE,FALSE,FALSE
A00041794,2021,FALSE,FALSE,FALSE
A00041796,2002,FALSE,FALSE,FALSE
A00041801,2004,FALSE,FALSE,FALSE
A00041801,2005,TRUE,TRUE,TRUE
A00041801,2006,TRUE,TRUE,TRUE
A00041801,2007,TRUE,TRUE,TRUE
A00041801,2008,TRUE,TRUE,TRUE
A00066383,2004,FALSE,FALSE,FALSE
A00066383,2005,TRUE,TRUE,TRUE
A00066383,2006,TRUE,TRUE,TRUE
A00066383,2007,TRUE,TRUE,TRUE
A00066383,2008,TRUE,TRUE,TRUE
A00041810,2006,FALSE,FALSE,FALSE
A00041810,2007,TRUE,TRUE,TRUE
A00041811,2010,FALSE,FALSE,FALSE
A00041811,2021,FALSE,FALSE,FALSE
A00041811,2022,TRUE,TRUE,TRUE
A00041811,2023,TRUE,TRUE,TRUE
A00062121,2010,FALSE,FALSE,FALSE
A00062121,2021,FALSE,FALSE,FALSE
A00062121,2022,TRUE,TRUE,TRUE
A00062121,2023,TRUE,TRUE,TRUE
A00041814,2016,FALSE,FALSE,FALSE
A00041815,2005,FALSE,FALSE,FALSE
A00041815,2008,FALSE,TRUE,TRUE
A00041815,2010,FALSE,TRUE,TRUE
A00041822,2002,FALSE,FALSE,FALSE
A00041822,2003,TRUE,TRUE,TRUE
A00077038,2002,FALSE,FALSE,FALSE
A00077038,2003,TRUE,TRUE,TRUE
A00041823,2004,FALSE,FALSE,FALSE
A00210331,2006,FALSE,FALSE,FALSE
A00210331,2007,TRUE,TRUE,TRUE
A00210331,2008,TRUE,TRUE,TRUE
A00208153,2006,FALSE,FALSE,FALSE
A00208153,2007,TRUE,TRUE,TRUE
A00208153,2008,TRUE,TRUE,TRUE
A00041834,2014,FALSE,FALSE,FALSE
A00028944,2014,FALSE,FALSE,FALSE
A00042199,2021,FALSE,FALSE,FALSE
A00042199,2022,TRUE,TRUE,TRUE
A00209801,2007,FALSE,FALSE,FALSE
A00209801,2008,TRUE,TRUE,TRUE
A00209801,2019,FALSE,FALSE,FALSE
A00085737,2003,FALSE,FALSE,FALSE
A00085737,2004,TRUE,TRUE,TRUE
A00085737,2006,FALSE,TRUE,TRUE
A00085737,2007,TRUE,TRUE,TRUE
A00085737,2008,TRUE,TRUE,TRUE
A00085737,2009,TRUE,TRUE,TRUE
A00085737,2010,TRUE,TRUE,TRUE
A00085737,2018,FALSE,FALSE,FALSE
A00085737,2020,FALSE,TRUE,TRUE
A00079646,2003,FALSE,FALSE,FALSE
A00079646,2004,TRUE,TRUE,TRUE
A00079646,2006,FALSE,TRUE,TRUE
A00079646,2007,TRUE,TRUE,TRUE
A00079646,2008,TRUE,TRUE,TRUE
A00079646,2009,TRUE,TRUE,TRUE
A00079646,2010,TRUE,TRUE,TRUE
A00079646,2018,FALSE,FALSE,FALSE
A00079646,2020,FALSE,TRUE,TRUE
A00210333,2006,FALSE,FALSE,FALSE
A00210333,2007,TRUE,TRUE,TRUE
A00210333,2008,TRUE,TRUE,TRUE
A00210333,2010,FALSE,TRUE,TRUE
A00210333,2011,TRUE,TRUE,TRUE
A00210333,2014,FALSE,TRUE,TRUE
A00042219,2002,FALSE,FALSE,FALSE
A00042219,2003,TRUE,TRUE,TRUE
A00243058,2002,FALSE,FALSE,FALSE
A00243058,2003,TRUE,TRUE,TRUE
A00218648,2017,FALSE,FALSE,FALSE
A00210801,2018,FALSE,FALSE,FALSE
A00210801,2019,TRUE,TRUE,TRUE
A00210801,2020,TRUE,TRUE,TRUE
A00042240,2003,FALSE,FALSE,FALSE
A00042240,2004,TRUE,TRUE,TRUE
A00042240,2005,TRUE,TRUE,TRUE
A00042240,2007,FALSE,TRUE,TRUE
A00042240,2008,TRUE,TRUE,TRUE
A00042245,2003,FALSE,FALSE,FALSE
A00042407,2009,FALSE,FALSE,FALSE
A00042407,2010,TRUE,TRUE,TRUE
A00042407,2011,TRUE,TRUE,TRUE
A00042407,2012,TRUE,TRUE,TRUE
A00042407,2018,FALSE,FALSE,FALSE
A00068738,2009,FALSE,FALSE,FALSE
A00068738,2010,TRUE,TRUE,TRUE
A00068738,2011,TRUE,TRUE,TRUE
A00068738,2012,TRUE,TRUE,TRUE
A00068738,2018,FALSE,FALSE,FALSE
A00209111,2005,FALSE,FALSE,FALSE
A00085896,2009,FALSE,FALSE,FALSE
A00042417,2004,FALSE,FALSE,FALSE
A00042417,2005,TRUE,TRUE,TRUE
A00042422,2003,FALSE,FALSE,FALSE
A00042422,2004,TRUE,TRUE,TRUE
A00042422,2015,FALSE,FALSE,FALSE
A00042422,2016,TRUE,TRUE,TRUE
A00042422,2020,FALSE,FALSE,TRUE
A00042422,2021,TRUE,TRUE,TRUE
A00209802,2003,FALSE,FALSE,FALSE
A00209802,2004,TRUE,TRUE,TRUE
A00209802,2005,TRUE,TRUE,TRUE
A00209802,2006,TRUE,TRUE,TRUE
A00209802,2007,TRUE,TRUE,TRUE
A00042427,2016,FALSE,FALSE,FALSE
A00042434,2004,FALSE,FALSE,FALSE
A00078126,2004,FALSE,FALSE,FALSE
A00207945,2003,FALSE,FALSE,FALSE
A00207945,2004,TRUE,TRUE,TRUE
A00042446,2003,FALSE,FALSE,FALSE
A00258287,2003,FALSE,FALSE,FALSE
A00042448,2003,FALSE,FALSE,FALSE
A00042450,2005,FALSE,FALSE,FALSE
A00042453,2003,FALSE,FALSE,FALSE
A00042453,2004,TRUE,TRUE,TRUE
A00042453,2006,FALSE,TRUE,TRUE
A00039139,2003,FALSE,FALSE,FALSE
A00204687,2008,FALSE,FALSE,FALSE
A00204687,2009,TRUE,TRUE,TRUE
A00204687,2019,FALSE,FALSE,FALSE
A00206194,2008,FALSE,FALSE,FALSE
A00206194,2009,TRUE,TRUE,TRUE
A00206194,2019,FALSE,FALSE,FALSE
A00039150,2003,FALSE,FALSE,FALSE
A00039150,2004,TRUE,TRUE,TRUE
A00039150,2005,TRUE,TRUE,TRUE
A00039150,2006,TRUE,TRUE,TRUE
A00039150,2007,TRUE,TRUE,TRUE
A00039150,2008,TRUE,TRUE,TRUE
A00039150,2021,FALSE,FALSE,FALSE
A00039161,2002,FALSE,FALSE,FALSE
A00039163,2013,FALSE,FALSE,FALSE
A00039165,2021,FALSE,FALSE,FALSE
A00039167,2002,FALSE,FALSE,FALSE
A00039167,2003,TRUE,TRUE,TRUE
A00039167,2004,TRUE,TRUE,TRUE
A00039167,2005,TRUE,TRUE,TRUE
A00039167,2006,TRUE,TRUE,TRUE
A00039167,2007,TRUE,TRUE,TRUE
A00039167,2008,TRUE,TRUE,TRUE
A00039167,2010,FALSE,TRUE,TRUE
A00039167,2012,FALSE,TRUE,TRUE
A00039167,2013,TRUE,TRUE,TRUE
A00039167,2016,FALSE,TRUE,TRUE
A00039167,2021,FALSE,FALSE,TRUE
A00039171,2005,FALSE,FALSE,FALSE
A00039171,2008,FALSE,TRUE,TRUE
A00039186,2008,FALSE,FALSE,FALSE
A00039343,2002,FALSE,FALSE,FALSE
A00039343,2003,TRUE,TRUE,TRUE
A00039343,2004,TRUE,TRUE,TRUE
A00039343,2005,TRUE,TRUE,TRUE
A00039343,2006,TRUE,TRUE,TRUE
A00039343,2007,TRUE,TRUE,TRUE
A00039343,2008,TRUE,TRUE,TRUE
A00039344,2002,FALSE,FALSE,FALSE
A00039344,2003,TRUE,TRUE,TRUE
A00039344,2004,TRUE,TRUE,TRUE
A00047558,2002,FALSE,FALSE,FALSE
A00047558,2003,TRUE,TRUE,TRUE
A00047558,2004,TRUE,TRUE,TRUE
A00039347,2002,FALSE,FALSE,FALSE
A00039351,2002,FALSE,FALSE,FALSE
A00039356,2003,FALSE,FALSE,FALSE
A00202372,2019,FALSE,FALSE,FALSE
A00202372,2020,TRUE,TRUE,TRUE
A00202372,2021,TRUE,TRUE,TRUE
A00202372,2022,TRUE,TRUE,TRUE
A00229470,2008,FALSE,FALSE,FALSE
A00229470,2018,FALSE,FALSE,FALSE
A00207902,2008,FALSE,FALSE,FALSE
A00207902,2018,FALSE,FALSE,FALSE
A00039360,2010,FALSE,FALSE,FALSE
A00281629,2010,FALSE,FALSE,FALSE
A00039367,2021,FALSE,FALSE,FALSE
A00088355,2004,FALSE,FALSE,FALSE
A00039823,2011,FALSE,FALSE,FALSE
A00039823,2012,TRUE,TRUE,TRUE
A00012824,2011,FALSE,FALSE,FALSE
A00012824,2012,TRUE,TRUE,TRUE
A00218657,2003,FALSE,FALSE,FALSE
A00218657,2006,FALSE,TRUE,TRUE
A00218657,2007,TRUE,TRUE,TRUE
A00218657,2012,FALSE,FALSE,TRUE
A00218657,2014,FALSE,TRUE,TRUE
A00218657,2015,TRUE,TRUE,TRUE
A00218657,2016,TRUE,TRUE,TRUE
A00218657,2017,TRUE,TRUE,TRUE
A00218657,2018,TRUE,TRUE,TRUE
A00218657,2019,TRUE,TRUE,TRUE
A00039840,2002,FALSE,FALSE,FALSE
A00039840,2003,TRUE,TRUE,TRUE
A00039840,2004,TRUE,TRUE,TRUE
A00039840,2006,FALSE,TRUE,TRUE
A00039840,2007,TRUE,TRUE,TRUE
A00039840,2008,TRUE,TRUE,TRUE
A00204695,2003,FALSE,FALSE,FALSE
A00204695,2004,TRUE,TRUE,TRUE
A00204695,2005,TRUE,TRUE,TRUE
A00204695,2006,TRUE,TRUE,TRUE
A00204695,2007,TRUE,TRUE,TRUE
A00210339,2004,FALSE,FALSE,FALSE
A00210339,2006,FALSE,TRUE,TRUE
A00039841,2014,FALSE,FALSE,FALSE
A00062859,2014,FALSE,FALSE,FALSE
A00039844,2006,FALSE,FALSE,FALSE
A00039858,2002,FALSE,FALSE,FALSE
A00039859,2007,FALSE,FALSE,FALSE
A00039859,2008,TRUE,TRUE,TRUE
A00039859,2009,TRUE,TRUE,TRUE
A00039859,2018,FALSE,FALSE,FALSE
A00039859,2021,FALSE,TRUE,TRUE
A00039861,2021,FALSE,FALSE,FALSE
A00039861,2022,TRUE,TRUE,TRUE
A00040019,2003,FALSE,FALSE,FALSE
A00057610,2003,FALSE,FALSE,FALSE
A00040020,2002,FALSE,FALSE,FALSE
A00040020,2003,TRUE,TRUE,TRUE
A00040020,2007,FALSE,FALSE,TRUE
A00040020,2008,TRUE,TRUE,TRUE
A00071942,2002,FALSE,FALSE,FALSE
A00071942,2003,TRUE,TRUE,TRUE
A00071942,2007,FALSE,FALSE,TRUE
A00071942,2008,TRUE,TRUE,TRUE
A00040037,2003,FALSE,FALSE,FALSE
A00040038,2002,FALSE,FALSE,FALSE
A00040038,2007,FALSE,FALSE,TRUE
A00040038,2013,FALSE,FALSE,FALSE
